Now Time,Kechuang,call_202409_0.85,call_202412_0.85,call_reverse_value,call_reverse_profit_0.85
2024/6/21 14:09,0.792,0.0157,0.0266,-109,53
2024/6/21 14:10,0.792,0.0157,0.0267,-110,52
2024/6/21 14:12,0.793,0.0157,0.0267,-110,52
2024/6/21 14:13,0.792,0.0159,0.0267,-108,54
2024/6/21 14:14,0.792,0.0159,0.0267,-108,54
2024/6/21 14:15,0.791,0.0158,0.0266,-108,54
2024/6/21 14:17,0.791,0.0157,,,
2024/6/21 14:28,0.794,0.0161,0.0265,-104,58
2024/6/21 14:29,0.794,0.0162,0.027,-108,54
2024/6/21 14:30,0.793,0.0163,0.027,-107,55
2024/6/21 14:32,0.793,0.0163,0.0268,-105,57
2024/6/21 14:55,0.795,0.0165,0.0276,-111,51
2024/6/24 9:41,0.797,0.0175,0.0279,-104,58
2024/6/24 9:42,0.797,0.0175,0.0283,-108,54
2024/6/24 9:43,0.798,0.0177,0.0283,-106,56
2024/6/24 9:44,0.797,0.0179,0.0286,-107,55
2024/6/24 9:46,0.794,0.017,0.0279,-109,53
2024/6/24 9:47,0.795,0.0172,0.0282,-110,52
2024/6/24 9:48,0.795,0.017,0.0277,-107,55
2024/6/24 9:49,0.794,0.0168,0.0272,-104,58
2024/6/24 9:50,0.795,0.0169,0.0273,-104,58
2024/6/24 9:52,0.796,0.017,0.0275,-105,57
2024/6/24 9:53,0.795,0.017,0.0276,-106,56
2024/6/24 9:54,0.796,0.0168,0.0275,-107,55
2024/6/24 9:55,0.794,0.0167,0.0273,-106,56
2024/6/24 9:57,0.794,0.0166,0.0272,-106,56
2024/6/24 9:58,0.793,0.0166,0.0271,-105,57
2024/6/24 10:10,0.794,0.0168,0.0276,-108,54
2024/6/24 10:12,0.794,0.0166,0.0275,-109,53
2024/6/24 10:13,0.795,0.0165,0.0275,-110,52
2024/6/24 10:14,0.793,0.0164,0.0274,-110,52
2024/6/24 10:15,0.794,0.0164,0.0274,-110,52
2024/6/24 10:16,0.795,0.0165,0.0274,-109,53
2024/6/24 10:18,0.793,0.0163,0.0272,-109,53
2024/6/24 10:19,0.792,0.0161,0.027,-109,53
2024/6/24 10:20,0.792,0.0161,0.0269,-108,54
2024/6/24 10:21,0.794,0.0164,0.0269,-105,57
2024/6/24 10:34,0.788,0.0152,0.0258,-106,56
2024/6/24 10:35,0.788,0.0153,0.0255,-102,60
2024/6/24 10:36,0.787,0.0152,0.0256,-104,58
2024/6/24 10:38,0.787,0.0152,0.0256,-104,58
2024/6/24 10:39,0.788,0.0152,0.0256,-104,58
2024/6/24 10:40,0.787,0.0151,0.0258,-107,55
2024/6/24 10:41,0.789,0.015,0.0259,-109,53
2024/6/24 10:54,0.786,0.0149,0.0251,-102,60
2024/6/24 10:55,0.786,0.0151,0.0258,-107,55
2024/6/24 10:56,0.787,0.0153,,,
2024/6/24 11:08,0.785,0.0148,0.0247,-99,63
2024/6/24 11:09,0.785,0.0148,0.0246,-98,64
2024/6/24 11:10,0.786,0.0147,0.0246,-99,63
2024/6/24 11:23,0.783,0.0141,0.0239,-98,64
2024/6/24 11:24,0.783,0.0143,0.0239,-96,66
2024/6/24 11:25,0.785,0.0144,0.0243,-99,63
2024/6/24 11:26,0.785,0.0146,0.0245,-99,63
2024/6/24 11:28,0.786,0.0147,0.0245,-98,64
2024/6/24 11:29,0.785,0.0148,0.0245,-97,65
2024/6/24 13:10,0.787,0.0149,0.0247,-98,64
2024/6/24 13:11,0.787,0.0149,0.0247,-98,64
2024/6/24 13:13,0.788,0.0152,0.0257,-105,57
2024/6/24 13:14,0.787,0.0152,0.0257,-105,57
2024/6/24 13:15,0.788,0.0151,0.0253,-102,60
2024/6/24 13:16,0.787,0.0152,0.0253,-101,61
2024/6/24 13:18,0.787,0.0151,0.0253,-102,60
2024/6/24 13:19,0.789,0.0153,0.0256,-103,59
2024/6/24 13:31,0.787,0.0148,0.0251,-103,59
2024/6/24 13:55,0.783,0.0142,0.0244,-102,60
2024/6/24 13:56,0.782,0.0141,0.0244,-103,59
2024/6/24 13:57,0.783,0.014,0.0243,-103,59
2024/6/24 13:59,0.783,0.014,0.0243,-103,59
2024/6/24 14:00,0.783,0.014,0.0243,-103,59
2024/6/24 14:01,0.783,0.0142,0.0242,-100,62
2024/6/24 14:02,0.783,0.0142,0.0242,-100,62
2024/6/24 14:04,0.784,0.0142,0.0242,-100,62
2024/6/24 14:05,0.784,0.0142,0.0244,-102,60
2024/6/24 14:06,0.784,0.0144,,,
2024/6/24 14:17,0.783,0.0139,0.0242,-103,59
2024/6/24 14:19,0.783,0.014,0.0242,-102,60
2024/6/24 14:20,0.783,0.0139,0.0239,-100,62
2024/6/24 14:21,0.783,0.0137,,,
2024/6/24 14:33,0.78,0.013,0.0232,-102,60
2024/6/24 14:34,0.78,0.0131,0.0232,-101,61
2024/6/24 14:35,0.781,0.0133,0.0234,-101,61
2024/6/24 14:36,0.78,0.0133,0.0233,-100,62
2024/6/24 14:37,0.779,0.0132,,,
2024/6/24 14:49,0.772,0.0121,0.0213,-92,70
2024/6/25 9:41,0.765,0.0106,0.0199,-93,69
2024/6/25 9:42,0.765,0.0107,0.0198,-91,71
2024/6/25 9:43,0.765,0.0105,0.0196,-91,71
2024/6/25 9:44,0.765,0.0105,0.0196,-91,71
2024/6/25 9:46,0.763,,,,
2024/6/25 9:57,0.766,0.0106,0.0197,-91,71
2024/6/25 9:58,0.764,0.0105,0.0196,-91,71
2024/6/25 9:59,0.764,0.0105,0.0194,-89,73
2024/6/25 10:01,0.763,0.0103,0.0192,-89,73
2024/6/25 10:02,0.763,0.0104,0.0192,-88,74
2024/6/25 10:03,0.764,0.0102,0.0192,-90,72
2024/6/25 10:04,0.763,0.0102,0.0192,-90,72
2024/6/25 10:06,0.764,0.0103,0.0195,-92,70
2024/6/25 10:07,0.763,0.0102,0.0195,-93,69
2024/6/25 10:08,0.763,0.0102,0.0195,-93,69
2024/6/25 10:20,0.763,0.0103,0.0197,-94,68
2024/6/25 10:22,0.763,0.0102,0.0195,-93,69
2024/6/25 10:23,0.764,0.0102,0.0194,-92,70
2024/6/25 10:24,0.763,0.0102,0.0194,-92,70
2024/6/25 10:25,0.762,0.0102,0.0194,-92,70
2024/6/25 10:27,0.762,0.0102,0.0193,-91,71
2024/6/25 10:28,0.763,0.0102,0.0193,-91,71
2024/6/25 10:29,0.762,0.01,0.0192,-92,70
2024/6/25 10:30,0.762,0.01,0.0192,-92,70
2024/6/25 10:43,0.759,0.0095,0.0188,-93,69
2024/6/25 10:44,0.758,0.0095,0.0188,-93,69
2024/6/25 10:45,0.759,0.0095,0.0188,-93,69
2024/6/25 10:47,0.758,0.0095,0.0187,-92,70
2024/6/25 10:59,0.758,0.0094,0.0187,-93,69
2024/6/25 11:00,0.758,0.0093,0.0187,-94,68
2024/6/25 11:02,0.757,0.0092,0.0187,-95,67
2024/6/25 11:03,0.758,0.0094,0.0187,-93,69
2024/6/25 11:04,0.756,0.0093,0.0186,-93,69
2024/6/25 11:05,0.757,0.0093,0.0185,-92,70
2024/6/25 11:07,0.756,0.0094,0.0184,-90,72
2024/6/25 11:08,0.756,0.0093,0.0185,-92,70
2024/6/25 11:09,0.756,0.0092,0.0185,-93,69
2024/6/25 11:10,0.756,0.0091,0.0185,-94,68
2024/6/25 11:23,0.755,0.0089,0.0179,-90,72
2024/6/25 11:24,0.755,0.009,0.0179,-89,73
2024/6/25 11:25,0.755,0.0092,0.0179,-87,75
2024/6/25 13:10,0.758,0.0094,0.0186,-92,70
2024/6/25 13:22,0.76,0.0096,0.0191,-95,67
2024/6/25 13:23,0.76,0.0096,0.0191,-95,67
2024/6/25 13:25,0.761,0.0096,0.0194,-98,64
2024/6/25 13:26,0.76,,,,
2024/6/25 13:37,0.757,0.0091,0.019,-99,63
2024/6/25 13:38,0.758,0.0091,0.019,-99,63
2024/6/25 13:40,0.757,0.0092,0.019,-98,64
2024/6/25 13:41,0.757,0.0092,0.019,-98,64
2024/6/25 13:53,0.754,0.0087,0.0185,-98,64
2024/6/25 13:55,0.753,0.0086,0.0183,-97,65
2024/6/25 14:07,0.75,0.0087,0.0176,-89,73
2024/6/25 14:08,0.751,0.0086,0.0176,-90,72
2024/6/25 14:09,0.751,0.0086,0.0179,-93,69
2024/6/25 14:11,0.75,0.0086,0.0177,-91,71
2024/6/25 14:12,0.752,0.0089,0.0177,-88,74
2024/6/25 14:13,0.75,0.0087,0.0177,-90,72
2024/6/25 14:14,0.75,0.0086,0.0177,-91,71
2024/6/25 14:16,0.748,0.0085,0.0173,-88,74
2024/6/25 14:28,0.753,0.0094,0.0187,-93,69
2024/6/25 14:29,0.751,0.0094,0.0187,-93,69
2024/6/25 14:30,0.754,0.0094,0.0185,-91,71
2024/6/25 14:32,0.754,0.0096,0.0183,-87,75
2024/6/25 14:33,0.754,0.0096,0.0183,-87,75
2024/6/25 14:34,0.755,0.0098,0.0186,-88,74
2024/6/25 14:47,0.753,0.0096,0.0185,-89,73
2024/6/25 14:48,0.753,0.0096,0.0185,-89,73
2024/6/26 9:53,0.754,0.0099,0.0182,-83,79
2024/6/26 10:05,0.752,0.0096,0.0178,-82,80
2024/6/26 10:18,0.752,0.0094,0.0175,-81,81
2024/6/26 10:19,0.753,0.0095,0.0175,-80,82
2024/6/26 10:21,0.752,,,,
2024/6/26 10:32,0.751,0.0091,0.0174,-83,79
2024/6/26 10:33,0.75,0.0091,0.0172,-81,81
2024/6/26 10:35,0.751,0.009,0.0172,-82,80
2024/6/26 10:36,0.751,0.009,0.0172,-82,80
2024/6/26 10:38,0.751,0.009,0.0173,-83,79
2024/6/26 10:50,0.749,0.0089,0.0171,-82,80
2024/6/26 10:51,0.748,0.0089,0.0171,-82,80
2024/6/26 10:53,0.749,0.0087,0.017,-83,79
2024/6/26 10:54,0.749,0.0087,0.017,-83,79
2024/6/26 10:55,0.749,0.0087,0.017,-83,79
2024/6/26 10:57,0.748,0.0085,0.0169,-84,78
2024/6/26 10:58,0.747,,,,
2024/6/26 11:10,0.748,0.0088,0.0168,-80,82
2024/6/26 11:11,0.748,0.0089,0.0168,-79,83
2024/6/26 11:12,0.749,0.0088,0.0168,-80,82
2024/6/26 11:14,0.749,0.0088,0.0169,-81,81
2024/6/26 11:15,0.749,0.0089,0.0169,-80,82
2024/6/26 11:16,0.748,0.0089,0.0169,-80,82
2024/6/26 11:18,0.748,0.0088,0.0169,-81,81
2024/6/26 11:19,0.749,0.0088,0.0169,-81,81
2024/6/26 13:10,0.756,0.0097,0.0185,-88,74
2024/6/26 13:11,0.756,0.0099,0.0187,-88,74
2024/6/26 13:13,0.756,0.0097,0.0187,-90,72
2024/6/26 13:14,0.756,0.0098,0.0187,-89,73
2024/6/26 13:15,0.756,0.0098,0.0185,-87,75
2024/6/26 13:17,0.754,0.0094,0.0183,-89,73
2024/6/26 13:29,0.753,0.0094,0.018,-86,76
2024/6/26 13:31,0.755,0.0094,0.0181,-87,75
2024/6/26 13:32,0.755,0.0094,0.0181,-87,75
2024/6/26 13:33,0.755,0.0094,0.0181,-87,75
2024/6/26 13:35,0.754,0.0093,0.0181,-88,74
2024/6/26 13:36,0.755,0.0094,0.0181,-87,75
2024/6/26 13:38,0.755,0.0094,0.0181,-87,75
2024/6/26 13:39,0.755,0.0094,0.0181,-87,75
2024/6/26 13:41,0.755,0.0093,0.0181,-88,74
2024/6/26 13:42,0.756,0.0093,0.0181,-88,74
2024/6/26 13:43,0.757,0.0094,0.0181,-87,75
2024/6/26 13:45,0.756,0.0097,0.0181,-84,78
2024/6/26 13:46,0.756,0.0097,0.0181,-84,78
2024/6/26 13:47,0.755,0.0096,0.0181,-85,77
2024/6/26 13:48,0.756,0.0095,0.0181,-86,76
2024/6/26 13:50,0.755,,,,
2024/6/26 14:01,0.758,0.0096,0.0184,-88,74
2024/6/26 14:02,0.759,0.0096,0.0186,-90,72
2024/6/26 14:04,0.758,0.0098,0.0186,-88,74
2024/6/26 14:05,0.759,0.0098,0.0186,-88,74
2024/6/26 14:06,0.76,0.0098,0.0189,-91,71
2024/6/26 14:08,0.76,0.0099,0.0192,-93,69
2024/6/26 14:10,0.761,0.0102,0.0193,-91,71
2024/6/26 14:11,0.761,0.0101,,,
2024/6/26 14:23,0.762,0.0104,0.0199,-95,67
2024/6/26 14:24,0.762,0.0106,0.0199,-93,69
2024/6/26 14:25,0.763,0.0103,0.0197,-94,68
2024/6/26 14:27,0.764,0.0107,0.0197,-90,72
2024/6/26 14:39,0.765,0.0111,0.0206,-95,67
2024/6/26 14:41,0.764,0.0108,0.0201,-93,69
2024/6/26 14:42,0.763,0.0105,0.02,-95,67
2024/6/26 14:43,0.763,0.0105,0.0198,-93,69
2024/6/26 14:45,0.763,0.0105,0.0198,-93,69
2024/6/26 14:46,0.763,0.0105,0.0198,-93,69
2024/6/26 14:47,0.763,0.0105,0.0197,-92,70
2024/6/26 14:49,0.763,0.0104,0.0197,-93,69
2024/6/26 14:50,0.763,0.0104,0.0197,-93,69
2024/6/26 14:51,0.764,0.0104,0.0199,-95,67
2024/6/26 14:53,0.765,0.0105,0.02,-95,67
2024/6/26 14:54,0.765,0.0105,0.0201,-96,66
2024/6/26 14:55,0.765,0.0105,0.0201,-96,66
2024/6/27 9:40,0.759,0.0097,0.0189,-92,70
2024/6/27 9:41,0.758,0.0096,0.0189,-93,69
2024/6/27 9:43,0.757,0.0091,0.0185,-94,68
2024/6/27 9:44,0.756,0.0088,0.0181,-93,69
2024/6/27 9:45,0.755,0.0088,0.018,-92,70
2024/6/27 9:46,0.755,0.0087,0.0176,-89,73
2024/6/27 9:47,0.756,0.0088,0.0176,-88,74
2024/6/27 10:00,0.756,0.009,0.018,-90,72
2024/6/27 10:01,0.754,0.009,0.0179,-89,73
2024/6/27 10:02,0.753,0.009,0.0179,-89,73
2024/6/27 10:04,0.753,0.0088,0.0175,-87,75
2024/6/27 10:05,0.753,0.0088,0.0175,-87,75
2024/6/27 10:06,0.752,0.0089,0.0175,-86,76
2024/6/27 10:08,0.752,0.0088,0.0175,-87,75
2024/6/27 10:09,0.752,0.0088,0.0175,-87,75
2024/6/27 10:10,0.753,0.0087,0.0176,-89,73
2024/6/27 10:22,0.756,0.0091,0.018,-89,73
2024/6/27 10:24,0.757,0.0097,0.0181,-84,78
2024/6/27 10:25,0.756,0.0095,0.0181,-86,76
2024/6/27 10:26,0.756,0.0096,0.0181,-85,77
2024/6/27 10:27,0.757,0.0094,0.0181,-87,75
2024/6/27 10:29,0.757,0.0096,0.0187,-91,71
2024/6/27 10:41,0.756,0.0094,0.0185,-91,71
2024/6/27 10:54,0.755,0.0091,0.018,-89,73
2024/6/27 11:07,0.754,0.0091,0.0181,-90,72
2024/6/27 11:08,0.755,0.009,0.0181,-91,71
2024/6/27 11:09,0.755,0.009,0.0177,-87,75
2024/6/27 11:10,0.754,0.009,0.0177,-87,75
2024/6/27 11:12,0.753,0.0089,0.0176,-87,75
2024/6/27 11:13,0.753,0.0088,0.0175,-87,75
2024/6/27 11:14,0.753,0.0088,0.0175,-87,75
2024/6/27 11:16,0.753,0.0087,0.0175,-88,74
2024/6/27 11:17,0.752,0.0087,0.0177,-90,72
2024/6/27 11:18,0.752,0.0088,0.0177,-89,73
2024/6/27 11:20,0.752,0.0087,0.0177,-90,72
2024/6/27 11:21,0.752,0.0087,0.0177,-90,72
2024/6/27 11:22,0.752,0.0087,0.0177,-90,72
2024/6/27 11:23,0.753,0.0088,0.0177,-89,73
2024/6/27 11:25,0.753,0.0088,0.0177,-89,73
2024/6/27 11:26,0.753,0.0088,0.0177,-89,73
2024/6/27 11:27,0.752,0.0088,0.0177,-89,73
2024/6/27 13:10,0.751,0.0087,0.018,-93,69
2024/6/27 13:11,0.752,0.0087,0.018,-93,69
2024/6/27 13:12,0.752,0.0088,0.018,-92,70
2024/6/27 13:14,0.752,0.0088,0.018,-92,70
2024/6/27 13:15,0.752,0.0088,0.018,-92,70
2024/6/27 13:28,0.751,0.0087,0.0174,-87,75
2024/6/27 13:29,0.752,0.0087,0.0174,-87,75
2024/6/27 13:30,0.752,,,,
2024/6/27 13:42,0.753,0.0087,0.0175,-88,74
2024/6/27 13:43,0.753,0.0087,0.0176,-89,73
2024/6/27 13:44,0.752,0.0087,0.0174,-87,75
2024/6/27 13:57,0.752,0.0087,0.0176,-89,73
2024/6/27 13:58,0.752,0.0087,0.0176,-89,73
2024/6/27 13:59,0.751,0.0086,0.0176,-90,72
2024/6/27 14:01,0.751,0.0086,0.0173,-87,75
2024/6/27 14:02,0.751,0.0085,0.0173,-88,74
2024/6/27 14:03,0.751,0.0086,0.0173,-87,75
2024/6/27 14:16,0.75,0.0084,0.0171,-87,75
2024/6/27 14:17,0.749,0.0084,0.017,-86,76
2024/6/27 14:19,0.751,0.0083,0.017,-87,75
2024/6/27 14:20,0.752,0.0084,0.0171,-87,75
2024/6/27 14:21,0.752,0.0084,0.0174,-90,72
2024/6/27 14:22,0.752,0.0084,0.0173,-89,73
2024/6/27 14:24,0.752,0.0087,0.0173,-86,76
2024/6/27 14:25,0.753,0.0087,0.0173,-86,76
2024/6/27 14:26,0.752,0.0087,0.0173,-86,76
2024/6/27 14:28,0.751,0.0087,0.0173,-86,76
2024/6/27 14:29,0.751,0.0087,0.0173,-86,76
2024/6/27 14:30,0.752,0.0087,0.0173,-86,76
2024/6/27 14:31,0.751,0.0087,0.0173,-86,76
2024/6/27 14:33,0.751,0.0086,0.0173,-87,75
2024/6/27 14:34,0.752,0.0086,0.0173,-87,75
2024/6/27 14:35,0.752,0.0086,0.0173,-87,75
2024/6/27 14:36,0.753,0.0086,0.0173,-87,75
2024/6/27 14:38,0.752,0.0086,0.0173,-87,75
2024/6/27 14:39,0.752,0.0085,0.0173,-88,74
2024/6/27 14:40,0.75,0.0085,0.0173,-88,74
2024/6/27 14:41,0.75,0.0085,0.0173,-88,74
2024/6/27 14:43,0.75,0.0084,0.0173,-89,73
2024/6/27 14:55,0.749,0.0084,0.0173,-89,73
2024/6/27 14:57,0.749,0.0084,0.0173,-89,73
2024/6/27 14:58,0.749,0.0084,0.0173,-89,73
2024/6/27 14:59,0.749,0.0084,0.0173,-89,73
2024/6/28 9:40,0.752,0.0088,0.0178,-90,72
2024/6/28 9:42,0.754,0.0089,0.018,-91,71
2024/6/28 9:43,0.755,0.009,0.0182,-92,70
2024/6/28 9:44,0.756,0.0092,0.0184,-92,70
2024/6/28 9:45,0.756,0.0094,0.0188,-94,68
2024/6/28 9:47,0.754,0.0091,0.0185,-94,68
2024/6/28 9:48,0.756,0.0092,0.0183,-91,71
2024/6/28 9:49,0.757,0.0096,0.0183,-87,75
2024/6/28 9:51,0.758,0.0097,0.0189,-92,70
2024/6/28 9:52,0.758,0.0097,0.0189,-92,70
2024/6/28 9:53,0.758,0.0097,0.0192,-95,67
2024/6/28 10:17,0.753,0.0088,0.018,-92,70
2024/6/28 10:18,0.754,0.0088,0.0182,-94,68
2024/6/28 10:19,0.755,0.0088,0.0182,-94,68
2024/6/28 10:21,0.756,0.0092,0.0185,-93,69
2024/6/28 10:22,0.757,0.0094,0.0185,-91,71
2024/6/28 10:23,0.758,0.0095,0.019,-95,67
2024/6/28 10:25,0.756,0.0094,0.0191,-97,65
2024/6/28 10:26,0.756,0.0094,0.0191,-97,65
2024/6/28 10:27,0.755,0.0093,0.0192,-99,63
2024/6/28 10:40,0.756,0.0093,0.0191,-98,64
2024/6/28 10:41,0.756,0.0092,0.0193,-101,61
2024/6/28 10:43,0.755,0.009,0.0189,-99,63
2024/6/28 10:44,0.755,0.009,0.0189,-99,63
2024/6/28 10:45,0.754,0.009,0.0189,-99,63
2024/6/28 10:46,0.754,0.0089,0.0189,-100,62
2024/6/28 10:48,0.755,0.0089,0.0189,-100,62
2024/6/28 10:49,0.755,0.009,0.0189,-99,63
2024/6/28 10:50,0.754,0.0089,0.0186,-97,65
2024/6/28 10:51,0.755,0.0089,0.0186,-97,65
2024/6/28 11:04,0.756,0.0091,0.019,-99,63
2024/6/28 11:05,0.754,0.0091,0.019,-99,63
2024/6/28 11:06,0.754,0.009,0.019,-100,62
2024/6/28 11:07,0.753,0.0088,0.0184,-96,66
2024/6/28 11:09,0.754,0.0088,0.0184,-96,66
2024/6/28 11:10,0.753,0.0088,0.0184,-96,66
2024/6/28 11:22,0.753,,,,
2024/6/28 13:10,0.752,0.0088,0.0184,-96,66
2024/6/28 13:11,0.752,0.0088,0.0184,-96,66
2024/6/28 13:12,0.752,0.0086,0.0184,-98,64
2024/6/28 13:14,0.751,0.0086,0.0184,-98,64
2024/6/28 13:15,0.751,0.0086,0.0184,-98,64
2024/6/28 13:16,0.751,0.0086,0.018,-94,68
2024/6/28 13:17,0.751,0.0086,0.018,-94,68
2024/6/28 13:30,0.751,0.0083,0.0178,-95,67
2024/6/28 13:31,0.751,0.0084,0.0177,-93,69
2024/6/28 13:33,0.751,0.0083,0.0177,-94,68
2024/6/28 13:34,0.751,0.0083,0.0177,-94,68
2024/6/28 13:35,0.751,0.0083,0.0177,-94,68
2024/6/28 13:37,0.752,0.0083,0.0178,-95,67
2024/6/28 13:38,0.752,0.0083,0.0178,-95,67
2024/6/28 13:39,,,,,
2024/6/28 13:50,0.749,0.0081,0.0176,-95,67
2024/6/28 13:52,0.749,0.0081,0.0176,-95,67
2024/6/28 13:53,0.749,0.0081,0.0176,-95,67
2024/6/28 13:54,0.748,0.0081,0.0176,-95,67
2024/6/28 13:56,0.749,0.0081,0.0176,-95,67
2024/6/28 14:08,0.748,0.0079,0.0171,-92,70
2024/6/28 14:10,0.747,0.0079,0.0171,-92,70
2024/6/28 14:11,0.746,0.0079,0.017,-91,71
2024/6/28 14:12,0.747,0.008,0.017,-90,72
2024/6/28 14:13,0.745,0.0079,0.017,-91,71
2024/6/28 14:15,0.745,0.0078,0.0168,-90,72
2024/6/28 14:16,0.745,0.0077,,,
2024/6/28 14:27,0.745,0.0078,0.0168,-90,72
2024/6/28 14:28,0.745,0.0078,0.0168,-90,72
2024/6/28 14:30,0.745,,,,
2024/6/28 14:41,0.745,0.0077,0.0167,-90,72
2024/6/28 14:42,0.744,0.0077,0.0167,-90,72
2024/6/28 14:43,0.744,0.0078,0.0167,-89,73
2024/6/28 14:45,0.744,0.0078,0.0168,-90,72
2024/6/28 14:46,0.745,0.0078,0.0168,-90,72
2024/6/28 14:47,0.746,0.0078,0.0168,-90,72
2024/7/1 9:40,0.743,0.0072,0.0159,-87,75
2024/7/1 9:41,0.741,0.0072,0.0158,-86,76
2024/7/1 9:42,0.739,,,,
2024/7/1 9:54,0.74,0.0071,0.0161,-90,72
2024/7/1 9:55,0.739,0.007,0.0158,-88,74
2024/7/1 9:56,0.74,0.007,0.0158,-88,74
2024/7/1 9:58,0.74,0.007,0.0158,-88,74
2024/7/1 9:59,0.74,0.007,0.0158,-88,74
2024/7/1 10:00,0.74,0.007,0.0158,-88,74
2024/7/1 10:13,0.736,0.0065,0.0151,-86,76
2024/7/1 10:14,0.736,0.0065,0.0149,-84,78
2024/7/1 10:15,0.735,0.0064,0.0149,-85,77
2024/7/1 10:16,0.736,0.0064,0.015,-86,76
2024/7/1 10:18,0.736,0.0064,0.0149,-85,77
2024/7/1 10:42,0.734,0.0064,0.0148,-84,78
2024/7/1 10:43,0.734,0.0064,0.0149,-85,77
2024/7/1 10:44,0.734,0.0064,0.0152,-88,74
2024/7/1 10:45,0.734,0.0063,0.0152,-89,73
2024/7/1 10:46,0.734,0.0063,0.015,-87,75
2024/7/1 10:59,0.734,0.0064,0.0149,-85,77
2024/7/1 11:00,0.733,0.0064,0.0147,-83,79
2024/7/1 11:01,0.734,0.0062,0.0147,-85,77
2024/7/1 11:03,0.734,0.0062,0.0147,-85,77
2024/7/1 11:04,0.733,0.0062,0.0146,-84,78
2024/7/1 11:05,0.732,0.0061,0.0146,-85,77
2024/7/1 11:06,0.733,0.0061,0.0145,-84,78
2024/7/1 11:08,0.733,0.0061,0.0144,-83,79
2024/7/1 11:09,0.734,0.0062,0.0144,-82,80
2024/7/1 11:10,0.734,0.0062,0.0144,-82,80
2024/7/1 11:23,0.735,0.0063,0.0148,-85,77
2024/7/1 11:24,0.734,0.0064,0.0148,-84,78
2024/7/1 13:11,0.735,0.0063,0.0151,-88,74
2024/7/1 13:23,0.741,0.007,0.0161,-91,71
2024/7/1 13:24,0.742,0.007,0.0161,-91,71
2024/7/1 13:26,0.741,0.0071,0.0161,-90,72
2024/7/1 13:27,0.741,0.007,0.0161,-91,71
2024/7/1 13:28,0.741,0.007,0.0161,-91,71
2024/7/1 13:29,0.741,0.0069,0.0161,-92,70
